,image,class,format,mode,shape
2569,Not Schizophrenia  (1047).jpg,normal,JPEG,RGB,"(600, 494, 3)"
2570,Not Schizophrenia  (1048).jpg,normal,JPEG,RGB,"(290, 236, 3)"
2571,Not Schizophrenia  (1049).jpg,normal,JPEG,RGB,"(251, 201, 3)"
2572,Not Schizophrenia  (105).jpg,normal,JPEG,RGB,"(234, 234, 3)"
2573,Not Schizophrenia  (1050).jpg,normal,JPEG,RGB,"(393, 350, 3)"
2574,Not Schizophrenia  (1051).jpg,normal,JPEG,RGB,"(260, 236, 3)"
2575,Not Schizophrenia  (1052).jpg,normal,JPEG,RGB,"(236, 236, 3)"
2576,Not Schizophrenia  (1053).jpg,normal,JPEG,RGB,"(227, 235, 3)"
2577,Not Schizophrenia  (1054).jpg,normal,JPEG,RGB,"(236, 236, 3)"
2578,Not Schizophrenia  (1055).jpg,normal,JPEG,RGB,"(243, 203, 3)"
2579,Not Schizophrenia  (1056).jpg,normal,JPEG,RGB,"(227, 235, 3)"
2580,Not Schizophrenia  (1057).jpg,normal,JPEG,RGB,"(300, 236, 3)"
2581,Not Schizophrenia  (1058).jpg,normal,JPEG,RGB,"(357, 236, 3)"
2582,Not Schizophrenia  (1059).jpg,normal,JPEG,RGB,"(236, 236, 3)"
2583,Not Schizophrenia  (106).jpg,normal,JPEG,RGB,"(236, 236, 3)"
2584,Not Schizophrenia  (1060).jpg,normal,JPEG,RGB,"(234, 215, 3)"
2585,Not Schizophrenia  (1061).jpg,normal,JPEG,RGB,"(282, 230, 3)"
2586,Not Schizophrenia  (1062).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2587,Not Schizophrenia  (1063).jpg,normal,JPEG,RGB,"(250, 201, 3)"
2588,Not Schizophrenia  (1064).jpg,normal,JPEG,RGB,"(251, 201, 3)"
2589,Not Schizophrenia  (1065).jpg,normal,JPEG,RGB,"(243, 236, 3)"
2590,Not Schizophrenia  (1066).jpg,normal,JPEG,RGB,"(275, 220, 3)"
2591,Not Schizophrenia  (1067).jpg,normal,JPEG,RGB,"(252, 200, 3)"
2592,Not Schizophrenia  (1068).jpg,normal,JPEG,RGB,"(512, 512, 3)"
2593,Not Schizophrenia  (1069).jpg,normal,JPEG,RGB,"(231, 218, 3)"
2594,Not Schizophrenia  (107).jpg,normal,JPEG,RGB,"(257, 236, 3)"
2595,Not Schizophrenia  (1070).jpg,normal,JPEG,RGB,"(221, 228, 3)"
2596,Not Schizophrenia  (1071).jpg,normal,JPEG,RGB,"(225, 208, 3)"
2597,Not Schizophrenia  (1072).jpg,normal,JPEG,RGB,"(262, 227, 3)"
2598,Not Schizophrenia  (1073).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2599,Not Schizophrenia  (1074).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2600,Not Schizophrenia  (1075).jpg,normal,JPEG,RGB,"(350, 350, 3)"
2601,Not Schizophrenia  (1076).jpg,normal,JPEG,RGB,"(243, 207, 3)"
2602,Not Schizophrenia  (1077).jpg,normal,JPEG,RGB,"(424, 417, 3)"
2603,Not Schizophrenia  (1078).jpg,normal,JPEG,RGB,"(512, 416, 3)"
2604,Not Schizophrenia  (1079).jpg,normal,JPEG,RGB,"(217, 232, 3)"
2605,Not Schizophrenia  (108).jpg,normal,JPEG,RGB,"(260, 236, 3)"
2606,Not Schizophrenia  (1080).jpg,normal,JPEG,RGB,"(252, 200, 3)"
2607,Not Schizophrenia  (1081).jpg,normal,JPEG,RGB,"(214, 205, 3)"
2608,Not Schizophrenia  (1082).jpg,normal,JPEG,RGB,"(251, 201, 3)"
2609,Not Schizophrenia  (1083).jpg,normal,JPEG,RGB,"(326, 276, 3)"
2610,Not Schizophrenia  (1084).jpg,normal,JPEG,RGB,"(380, 336, 3)"
2611,Not Schizophrenia  (1085).jpg,normal,JPEG,RGB,"(262, 227, 3)"
2612,Not Schizophrenia  (1086).jpg,normal,JPEG,RGB,"(1024, 1024, 3)"
2613,Not Schizophrenia  (1087).jpg,normal,JPEG,RGB,"(326, 276, 3)"
2614,Not Schizophrenia  (1088).jpg,normal,JPEG,RGB,"(222, 212, 3)"
2615,Not Schizophrenia  (1089).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2616,Not Schizophrenia  (109).jpg,normal,JPEG,RGB,"(224, 234, 3)"
2617,Not Schizophrenia  (1090).jpg,normal,JPEG,RGB,"(630, 630, 3)"
2618,Not Schizophrenia  (1091).jpg,normal,JPEG,RGB,"(442, 442, 3)"
2619,Not Schizophrenia  (1092).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2620,Not Schizophrenia  (1093).jpg,normal,JPEG,RGB,"(848, 785, 3)"
2621,Not Schizophrenia  (1094).jpg,normal,JPEG,RGB,"(250, 201, 3)"
2622,Not Schizophrenia  (1095).jpg,normal,JPEG,RGB,"(442, 442, 3)"
2623,Not Schizophrenia  (1096).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2624,Not Schizophrenia  (1097).jpg,normal,JPEG,RGB,"(851, 724, 3)"
2625,Not Schizophrenia  (1098).jpg,normal,JPEG,RGB,"(575, 626, 3)"
2626,Not Schizophrenia  (1099).jpg,normal,JPEG,RGB,"(227, 235, 3)"
2627,Not Schizophrenia  (11).jpg,normal,JPEG,RGB,"(417, 428, 3)"
2628,Not Schizophrenia  (110).jpg,normal,JPEG,RGB,"(213, 227, 3)"
2629,Not Schizophrenia  (1100).jpg,normal,JPEG,RGB,"(1075, 890, 3)"
2630,Not Schizophrenia  (1101).jpg,normal,JPEG,RGB,"(328, 267, 3)"
2631,Not Schizophrenia  (1102).jpg,normal,JPEG,RGB,"(213, 236, 3)"
2632,Not Schizophrenia  (1103).jpg,normal,JPEG,RGB,"(512, 512, 3)"
2633,Not Schizophrenia  (1104).jpg,normal,JPEG,RGB,"(218, 236, 3)"
2634,Not Schizophrenia  (1105).jpg,normal,JPEG,RGB,"(257, 196, 3)"
2635,Not Schizophrenia  (1106).jpg,normal,JPEG,RGB,"(872, 850, 3)"
2636,Not Schizophrenia  (1107).jpg,normal,JPEG,RGB,"(605, 600, 3)"
2637,Not Schizophrenia  (1108).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2638,Not Schizophrenia  (1109).jpg,normal,JPEG,RGB,"(725, 728, 3)"
2639,Not Schizophrenia  (111).jpg,normal,JPEG,RGB,"(249, 201, 3)"
2640,Not Schizophrenia  (1110).jpg,normal,JPEG,RGB,"(228, 236, 3)"
2641,Not Schizophrenia  (1111).jpg,normal,JPEG,RGB,"(217, 232, 3)"
2642,Not Schizophrenia  (1112).jpg,normal,JPEG,RGB,"(278, 208, 3)"
2643,Not Schizophrenia  (1113).jpg,normal,JPEG,RGB,"(198, 150, 3)"
2644,Not Schizophrenia  (1114).jpg,normal,JPEG,RGB,"(300, 227, 3)"
2645,Not Schizophrenia  (1115).jpg,normal,JPEG,RGB,"(236, 212, 3)"
2646,Not Schizophrenia  (1116).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2647,Not Schizophrenia  (1117).jpg,normal,JPEG,RGB,"(236, 214, 3)"
2648,Not Schizophrenia  (1118).jpg,normal,JPEG,RGB,"(295, 236, 3)"
2649,Not Schizophrenia  (1119).jpg,normal,JPEG,RGB,"(442, 442, 3)"
2650,Not Schizophrenia  (112).jpg,normal,JPEG,RGB,"(263, 236, 3)"
2651,Not Schizophrenia  (1120).jpg,normal,JPEG,RGB,"(442, 409, 3)"
2652,Not Schizophrenia  (1121).jpg,normal,JPEG,RGB,"(248, 200, 3)"
2653,Not Schizophrenia  (1122).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2654,Not Schizophrenia  (1123).jpg,normal,JPEG,RGB,"(442, 442, 3)"
2655,Not Schizophrenia  (1124).jpg,normal,JPEG,RGB,"(496, 414, 3)"
2656,Not Schizophrenia  (1125).jpg,normal,JPEG,RGB,"(496, 411, 3)"
2657,Not Schizophrenia  (1126).jpg,normal,JPEG,RGB,"(252, 222, 3)"
2658,Not Schizophrenia  (1127).jpg,normal,JPEG,RGB,"(217, 232, 3)"
2659,Not Schizophrenia  (1128).jpg,normal,JPEG,RGB,"(261, 235, 3)"
2660,Not Schizophrenia  (1129).jpg,normal,JPEG,RGB,"(243, 200, 3)"
2661,Not Schizophrenia  (113).jpg,normal,JPEG,RGB,"(236, 236, 3)"
2662,Not Schizophrenia  (1130).jpg,normal,JPEG,RGB,"(221, 228, 3)"
2663,Not Schizophrenia  (1131).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2664,Not Schizophrenia  (1132).jpg,normal,JPEG,RGB,"(228, 235, 3)"
2665,Not Schizophrenia  (1133).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2666,Not Schizophrenia  (1134).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2667,Not Schizophrenia  (1135).jpg,normal,JPEG,RGB,"(218, 234, 3)"
2668,Not Schizophrenia  (1136).jpg,normal,JPEG,RGB,"(309, 236, 3)"
2669,Not Schizophrenia  (1137).jpg,normal,JPEG,RGB,"(262, 236, 3)"
2670,Not Schizophrenia  (1138).jpg,normal,JPEG,RGB,"(444, 468, 3)"
2671,Not Schizophrenia  (1139).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2672,Not Schizophrenia  (114).jpg,normal,JPEG,RGB,"(227, 235, 3)"
2673,Not Schizophrenia  (1140).jpg,normal,JPEG,RGB,"(236, 214, 3)"
2674,Not Schizophrenia  (1141).jpg,normal,JPEG,RGB,"(630, 630, 3)"
2675,Not Schizophrenia  (1142).jpg,normal,JPEG,RGB,"(361, 642, 3)"
2676,Not Schizophrenia  (1143).jpg,normal,JPEG,RGB,"(280, 420, 3)"
2677,Not Schizophrenia  (1144).jpg,normal,JPEG,RGB,"(442, 400, 3)"
2678,Not Schizophrenia  (1145).jpg,normal,JPEG,RGB,"(244, 206, 3)"
2679,Not Schizophrenia  (1146).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2680,Not Schizophrenia  (1147).jpg,normal,JPEG,RGB,"(442, 442, 3)"
2681,Not Schizophrenia  (1148).jpg,normal,JPEG,RGB,"(340, 339, 3)"
2682,Not Schizophrenia  (1149).jpg,normal,JPEG,RGB,"(449, 359, 3)"
2683,Not Schizophrenia  (115).jpg,normal,JPEG,RGB,"(300, 236, 3)"
2684,Not Schizophrenia  (1150).jpg,normal,JPEG,RGB,"(400, 393, 3)"
2685,Not Schizophrenia  (1151).jpg,normal,JPEG,RGB,"(454, 442, 3)"
2686,Not Schizophrenia  (1152).jpg,normal,JPEG,RGB,"(444, 468, 3)"
2687,Not Schizophrenia  (1153).jpg,normal,JPEG,RGB,"(449, 359, 3)"
2688,Not Schizophrenia  (1154).jpg,normal,JPEG,RGB,"(168, 300, 3)"
2689,Not Schizophrenia  (1155).jpg,normal,JPEG,RGB,"(252, 200, 3)"
2690,Not Schizophrenia  (1156).jpg,normal,JPEG,RGB,"(231, 218, 3)"
2691,Not Schizophrenia  (1157).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2692,Not Schizophrenia  (1158).jpg,normal,JPEG,RGB,"(213, 236, 3)"
2693,Not Schizophrenia  (1159).jpg,normal,JPEG,RGB,"(198, 150, 3)"
2694,Not Schizophrenia  (116).jpg,normal,JPEG,RGB,"(236, 236, 3)"
2695,Not Schizophrenia  (1160).jpg,normal,JPEG,RGB,"(630, 630, 3)"
2696,Not Schizophrenia  (1161).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2697,Not Schizophrenia  (1162).jpg,normal,JPEG,RGB,"(221, 228, 3)"
2698,Not Schizophrenia  (1163).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2699,Not Schizophrenia  (1164).jpg,normal,JPEG,RGB,"(250, 201, 3)"
2700,Not Schizophrenia  (1165).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2701,Not Schizophrenia  (1166).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2702,Not Schizophrenia  (1167).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2703,Not Schizophrenia  (1168).jpg,normal,JPEG,RGB,"(222, 227, 3)"
2704,Not Schizophrenia  (1169).jpg,normal,JPEG,RGB,"(192, 192, 3)"
2705,Not Schizophrenia  (117).jpg,normal,JPEG,RGB,"(218, 234, 3)"
2706,Not Schizophrenia  (1170).jpg,normal,JPEG,RGB,"(417, 428, 3)"
2707,Not Schizophrenia  (1171).jpg,normal,JPEG,RGB,"(198, 150, 3)"
2708,Not Schizophrenia  (1172).jpg,normal,JPEG,RGB,"(251, 201, 3)"
2709,Not Schizophrenia  (1173).jpg,normal,JPEG,RGB,"(201, 173, 3)"
2710,Not Schizophrenia  (1174).jpg,normal,JPEG,RGB,"(221, 228, 3)"
2711,Not Schizophrenia  (1175).jpg,normal,JPEG,RGB,"(630, 630, 3)"
2712,Not Schizophrenia  (1176).jpg,normal,JPEG,RGB,"(231, 218, 3)"
2713,Not Schizophrenia  (1177).jpg,normal,JPEG,RGB,"(234, 215, 3)"
2714,Not Schizophrenia  (1178).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2715,Not Schizophrenia  (1179).jpg,normal,JPEG,RGB,"(213, 236, 3)"
2716,Not Schizophrenia  (118).jpg,normal,JPEG,RGB,"(225, 208, 3)"
2717,Not Schizophrenia  (1180).jpg,normal,JPEG,RGB,"(198, 150, 3)"
2718,Not Schizophrenia  (1181).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2719,Not Schizophrenia  (1182).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2720,Not Schizophrenia  (1183).jpg,normal,JPEG,RGB,"(221, 228, 3)"
2721,Not Schizophrenia  (1184).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2722,Not Schizophrenia  (1185).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2723,Not Schizophrenia  (1186).jpg,normal,JPEG,RGB,"(222, 227, 3)"
2724,Not Schizophrenia  (1187).jpg,normal,JPEG,RGB,"(417, 428, 3)"
2725,Not Schizophrenia  (1188).jpg,normal,JPEG,RGB,"(251, 201, 3)"
2726,Not Schizophrenia  (1189).jpg,normal,JPEG,RGB,"(201, 173, 3)"
2727,Not Schizophrenia  (119).jpg,normal,JPEG,RGB,"(214, 205, 3)"
2728,Not Schizophrenia  (1190).jpg,normal,JPEG,RGB,"(282, 230, 3)"
2729,Not Schizophrenia  (1191).jpg,normal,JPEG,RGB,"(262, 227, 3)"
2730,Not Schizophrenia  (1192).jpg,normal,JPEG,RGB,"(326, 276, 3)"
2731,Not Schizophrenia  (1193).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2733,Not Schizophrenia  (1195).jpg,normal,JPEG,RGB,"(250, 201, 3)"
2734,Not Schizophrenia  (1196).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2735,Not Schizophrenia  (1197).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2736,Not Schizophrenia  (1198).jpg,normal,JPEG,RGB,"(217, 232, 3)"
2737,Not Schizophrenia  (1199).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2738,Not Schizophrenia  (12).jpg,normal,JPEG,RGB,"(442, 400, 3)"
2739,Not Schizophrenia  (120).jpg,normal,JPEG,RGB,"(236, 236, 3)"
2740,Not Schizophrenia  (1200).jpg,normal,JPEG,RGB,"(540, 504, 3)"
2741,Not Schizophrenia  (1201).jpg,normal,JPEG,RGB,"(280, 420, 3)"
2742,Not Schizophrenia  (1202).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2743,Not Schizophrenia  (1203).jpg,normal,JPEG,RGB,"(664, 550, 3)"
2744,Not Schizophrenia  (1204).jpg,normal,JPEG,RGB,"(442, 442, 3)"
2745,Not Schizophrenia  (1205).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2746,Not Schizophrenia  (1206).jpg,normal,JPEG,RGB,"(340, 339, 3)"
2747,Not Schizophrenia  (1207).jpg,normal,JPEG,RGB,"(400, 393, 3)"
2748,Not Schizophrenia  (1208).jpg,normal,JPEG,RGB,"(454, 442, 3)"
2749,Not Schizophrenia  (1209).jpg,normal,JPEG,RGB,"(444, 468, 3)"
2750,Not Schizophrenia  (121).jpg,normal,JPEG,RGB,"(251, 236, 3)"
2751,Not Schizophrenia  (1210).jpg,normal,JPEG,RGB,"(449, 359, 3)"
2752,Not Schizophrenia  (1211).jpg,normal,JPEG,RGB,"(168, 300, 3)"
2753,Not Schizophrenia  (1212).jpg,normal,JPEG,RGB,"(630, 630, 3)"
2754,Not Schizophrenia  (1213).jpg,normal,JPEG,RGB,"(234, 215, 3)"
2755,Not Schizophrenia  (1214).jpg,normal,JPEG,RGB,"(198, 150, 3)"
2756,Not Schizophrenia  (1215).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2757,Not Schizophrenia  (1216).jpg,normal,JPEG,RGB,"(222, 227, 3)"
2758,Not Schizophrenia  (1217).jpg,normal,JPEG,RGB,"(221, 228, 3)"
2759,Not Schizophrenia  (1218).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2760,Not Schizophrenia  (1219).jpg,normal,JPEG,RGB,"(168, 300, 3)"
2761,Not Schizophrenia  (122).jpg,normal,JPEG,RGB,"(228, 235, 3)"
2762,Not Schizophrenia  (1220).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2763,Not Schizophrenia  (1221).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2764,Not Schizophrenia  (1222).jpg,normal,JPEG,RGB,"(222, 227, 3)"
2765,Not Schizophrenia  (1223).jpg,normal,JPEG,RGB,"(417, 428, 3)"
2766,Not Schizophrenia  (1224).jpg,normal,JPEG,RGB,"(251, 201, 3)"
2767,Not Schizophrenia  (1225).jpg,normal,JPEG,RGB,"(201, 173, 3)"
2768,Not Schizophrenia  (1226).jpg,normal,JPEG,RGB,"(168, 300, 3)"
2769,Not Schizophrenia  (1227).jpg,normal,JPEG,RGB,"(192, 192, 3)"
2770,Not Schizophrenia  (1228).jpg,normal,JPEG,RGB,"(183, 275, 3)"
2771,Not Schizophrenia  (1229).jpg,normal,JPEG,RGB,"(221, 228, 3)"
2772,Not Schizophrenia  (123).jpg,normal,JPEG,RGB,"(218, 234, 3)"
2773,Not Schizophrenia  (1230).jpg,normal,JPEG,RGB,"(252, 200, 3)"
2774,Not Schizophrenia  (1231).jpg,normal,JPEG,RGB,"(231, 218, 3)"
2775,Not Schizophrenia  (1232).jpg,normal,JPEG,RGB,"(234, 215, 3)"
2776,Not Schizophrenia  (1233).jpg,normal,JPEG,RGB,"(213, 236, 3)"
2777,Not Schizophrenia  (1234).jpg,normal,JPEG,RGB,"(198, 150, 3)"
2778,Not Schizophrenia  (1235).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2779,Not Schizophrenia  (1236).jpg,normal,JPEG,RGB,"(221, 228, 3)"
2780,Not Schizophrenia  (1237).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2781,Not Schizophrenia  (1238).jpg,normal,JPEG,RGB,"(417, 428, 3)"
2782,Not Schizophrenia  (1239).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2783,Not Schizophrenia  (124).jpg,normal,JPEG,RGB,"(236, 236, 3)"
2784,Not Schizophrenia  (1240).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2785,Not Schizophrenia  (1241).jpg,normal,JPEG,RGB,"(168, 300, 3)"
2786,Not Schizophrenia  (1242).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2787,Not Schizophrenia  (1243).jpg,normal,JPEG,RGB,"(222, 227, 3)"
2788,Not Schizophrenia  (1244).jpg,normal,JPEG,RGB,"(192, 192, 3)"
2789,Not Schizophrenia  (1245).jpg,normal,JPEG,RGB,"(417, 428, 3)"
2790,Not Schizophrenia  (1246).jpg,normal,JPEG,RGB,"(251, 201, 3)"
2791,Not Schizophrenia  (1247).jpg,normal,JPEG,RGB,"(201, 173, 3)"
2792,Not Schizophrenia  (1248).jpg,normal,JPEG,RGB,"(238, 212, 3)"
2793,Not Schizophrenia  (1249).jpg,normal,JPEG,RGB,"(198, 150, 3)"
2794,Not Schizophrenia  (125).jpg,normal,JPEG,RGB,"(251, 236, 3)"
2795,Not Schizophrenia  (1250).jpg,normal,JPEG,RGB,"(262, 227, 3)"
2796,Not Schizophrenia  (1251).jpg,normal,JPEG,RGB,"(250, 201, 3)"
2797,Not Schizophrenia  (1252).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2798,Not Schizophrenia  (1253).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2799,Not Schizophrenia  (1254).jpg,normal,JPEG,RGB,"(217, 232, 3)"
2800,Not Schizophrenia  (1255).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2801,Not Schizophrenia  (1256).jpg,normal,JPEG,RGB,"(236, 214, 3)"
2802,Not Schizophrenia  (1257).jpg,normal,JPEG,RGB,"(630, 630, 3)"
2803,Not Schizophrenia  (1258).jpg,normal,JPEG,RGB,"(361, 642, 3)"
2804,Not Schizophrenia  (1259).jpg,normal,JPEG,RGB,"(540, 504, 3)"
2805,Not Schizophrenia  (126).jpg,normal,JPEG,RGB,"(309, 236, 3)"
2806,Not Schizophrenia  (1260).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2807,Not Schizophrenia  (1261).jpg,normal,JPEG,RGB,"(280, 420, 3)"
2808,Not Schizophrenia  (1262).jpg,normal,JPEG,RGB,"(442, 400, 3)"
2809,Not Schizophrenia  (1263).jpg,normal,JPEG,RGB,"(244, 206, 3)"
2810,Not Schizophrenia  (1264).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2811,Not Schizophrenia  (1265).jpg,normal,JPEG,RGB,"(664, 550, 3)"
2812,Not Schizophrenia  (1266).jpg,normal,JPEG,RGB,"(442, 442, 3)"
2813,Not Schizophrenia  (1267).jpg,normal,JPEG,RGB,"(512, 512, 3)"
2814,Not Schizophrenia  (1268).jpg,normal,JPEG,RGB,"(340, 339, 3)"
2815,Not Schizophrenia  (1269).jpg,normal,JPEG,RGB,"(400, 393, 3)"
2816,Not Schizophrenia  (127).jpg,normal,JPEG,RGB,"(236, 236, 3)"
2817,Not Schizophrenia  (1270).jpg,normal,JPEG,RGB,"(454, 442, 3)"
2818,Not Schizophrenia  (1271).jpg,normal,JPEG,RGB,"(222, 227, 3)"
2819,Not Schizophrenia  (1272).jpg,normal,JPEG,RGB,"(444, 468, 3)"
2820,Not Schizophrenia  (1273).jpg,normal,JPEG,RGB,"(449, 359, 3)"
2821,Not Schizophrenia  (1274).jpg,normal,JPEG,RGB,"(262, 227, 3)"
2822,Not Schizophrenia  (1275).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2823,Not Schizophrenia  (1276).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2824,Not Schizophrenia  (1277).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2825,Not Schizophrenia  (1278).jpg,normal,JPEG,RGB,"(236, 214, 3)"
2826,Not Schizophrenia  (1279).jpg,normal,JPEG,RGB,"(630, 630, 3)"
2827,Not Schizophrenia  (128).jpg,normal,JPEG,RGB,"(236, 236, 3)"
2828,Not Schizophrenia  (1280).jpg,normal,JPEG,RGB,"(540, 504, 3)"
2829,Not Schizophrenia  (1281).jpg,normal,JPEG,RGB,"(442, 400, 3)"
2830,Not Schizophrenia  (1282).jpg,normal,JPEG,RGB,"(192, 192, 3)"
2831,Not Schizophrenia  (1283).jpg,normal,JPEG,RGB,"(244, 206, 3)"
2832,Not Schizophrenia  (1284).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2833,Not Schizophrenia  (1285).jpg,normal,JPEG,RGB,"(197, 177, 3)"
2834,Not Schizophrenia  (1286).jpg,normal,JPEG,RGB,"(217, 232, 3)"
2835,Not Schizophrenia  (1287).jpg,normal,JPEG,RGB,"(221, 228, 3)"
2836,Not Schizophrenia  (1288).jpg,normal,JPEG,RGB,"(630, 630, 3)"
2837,Not Schizophrenia  (1289).jpg,normal,JPEG,RGB,"(259, 194, 3)"
2838,Not Schizophrenia  (129).jpg,normal,JPEG,RGB,"(251, 236, 3)"
2839,Not Schizophrenia  (1290).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2840,Not Schizophrenia  (1291).jpg,normal,JPEG,RGB,"(243, 207, 3)"
2841,Not Schizophrenia  (1292).jpg,normal,JPEG,RGB,"(242, 208, 3)"
2842,Not Schizophrenia  (1293).jpg,normal,JPEG,RGB,"(417, 428, 3)"
2843,Not Schizophrenia  (1294).jpg,normal,JPEG,RGB,"(214, 235, 3)"
2844,Not Schizophrenia  (1295).jpg,normal,JPEG,RGB,"(217, 232, 3)"
2845,Not Schizophrenia  (1296).jpg,normal,JPEG,RGB,"(252, 200, 3)"
2846,Not Schizophrenia  (1297).jpg,normal,JPEG,RGB,"(231, 218, 3)"
2847,Not Schizophrenia  (1298).jpg,normal,JPEG,RGB,"(251, 201, 3)"
2848,Not Schizophrenia  (1299).jpg,normal,JPEG,RGB,"(234, 215, 3)"
2849,Not Schizophrenia  (13).jpg,normal,JPEG,RGB,"(251, 201, 3)"
2850,Not Schizophrenia  (130).jpg,normal,JPEG,RGB,"(236, 236, 3)"
2851,Not Schizophrenia  (1300).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2852,Not Schizophrenia  (1301).jpg,normal,JPEG,RGB,"(242, 208, 3)"
2853,Not Schizophrenia  (1302).jpg,normal,JPEG,RGB,"(252, 200, 3)"
2854,Not Schizophrenia  (1303).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2855,Not Schizophrenia  (1304).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2856,Not Schizophrenia  (1305).jpg,normal,JPEG,RGB,"(251, 201, 3)"
2857,Not Schizophrenia  (1306).jpg,normal,JPEG,RGB,"(213, 236, 3)"
2858,Not Schizophrenia  (1307).jpg,normal,JPEG,RGB,"(198, 150, 3)"
2859,Not Schizophrenia  (1308).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2860,Not Schizophrenia  (1309).jpg,normal,JPEG,RGB,"(221, 228, 3)"
2861,Not Schizophrenia  (131).jpg,normal,JPEG,RGB,"(236, 236, 3)"
2862,Not Schizophrenia  (1310).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2863,Not Schizophrenia  (1311).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2864,Not Schizophrenia  (1312).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2865,Not Schizophrenia  (1313).jpg,normal,JPEG,RGB,"(168, 300, 3)"
2866,Not Schizophrenia  (1314).jpg,normal,JPEG,RGB,"(442, 441, 3)"
2867,Not Schizophrenia  (1315).jpg,normal,JPEG,RGB,"(474, 356, 3)"
2868,Not Schizophrenia  (1316).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2869,Not Schizophrenia  (1317).jpg,normal,JPEG,RGB,"(530, 380, 3)"
2870,Not Schizophrenia  (1318).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2871,Not Schizophrenia  (1319).jpg,normal,JPEG,RGB,"(225, 225, 3)"
2872,Not Schizophrenia  (132).jpg,normal,JPEG,RGB,"(248, 200, 3)"
2873,Not Schizophrenia  (1320).jpg,normal,JPEG,RGB,"(222, 227, 3)"
2874,Not Schizophrenia  (1321).jpg,normal,JPEG,RGB,"(417, 428, 3)"
2875,Not Schizophrenia  (1322).jpg,normal,JPEG,RGB,"(251, 201, 3)"
2876,Not Schizophrenia  (1323).jpg,normal,JPEG,RGB,"(201, 173, 3)"
2877,Not Schizophrenia  (1324).jpg,normal,JPEG,RGB,"(168, 300, 3)"
2878,Not Schizophrenia  (1325).jpg,normal,JPEG,RGB,"(183, 275, 3)"
2879,Not Schizophrenia  (1326).jpg,normal,JPEG,RGB,"(197, 177, 3)"
2880,Not Schizophrenia  (1327).jpg,normal,JPEG,RGB,"(244, 206, 3)"
